('apoyar', 1.0)
('tono', 0.32020563013416903)
('idea', 0.2858107130831176)
('impropio', 0.2784450494615055)
('prelado', 0.27558912730477525)
('recurso', 0.2712827822661754)
('presión', 0.26518576139191)
('vulgar', 0.26252051021607226)
('deber', 0.2389257629940539)
('interesante', 0.23866718525271902)
('público', 0.2258441723442107)
('científico', 0.2250175801852048)
('sólo', 0.22139571387235785)
('año', 0.22020915127308735)
('atacar', 0.21262162778128116)
('torpeza', 0.21262162778128116)
('moda', 0.21113733998186465)
('hacer', 0.20965923949445384)
('méxico', 0.20815567982147967)
('mexicano', 0.20527126613299765)
('empresa', 0.20434168657389382)
('teoría', 0.2035360594658275)
('alguien', 0.20334751282094435)
('facilitar', 0.20334751282094435)
('grúa', 0.20126184217065105)
('colega', 0.1988893210439325)
('pecuario', 0.1988893210439325)
('conocer', 0.1968903826620542)
('estratégico', 0.19568121841532551)
('colaborar', 0.1948709407384893)
('sociedad', 0.1948709407384893)
('si', 0.19143280364061552)
('italiana', 0.18751465015433733)
('decir', 0.1868713489154274)
('según', 0.18389998560435142)
('ahorrador', 0.18372608486985015)
('pues', 0.18280895091060664)
('gastar', 0.180158248443725)
('gobierno', 0.17893732696022002)
('último', 0.1773680332267409)
('dinero', 0.1764295795790713)
('francia', 0.17429786813223802)
('oscilar', 0.17429786813223802)
('disponer', 0.17163667570333044)
('realizar', 0.17118605220712882)
('sino', 0.17054618579494318)
('contraloría', 0.17009730222502492)
('especificaciones', 0.17009730222502492)
('institucionales', 0.17009730222502492)
('redocumentaciones', 0.17009730222502492)
('información', 0.1700828572076132)
('grado', 0.17002545542045747)
('parte', 0.1696438040852575)
('tomar', 0.16961338288818956)
('económico', 0.1692043968333783)
('angeles', 0.1687631851389036)
('comprador', 0.1687631851389036)
('contestar', 0.1687631851389036)
('continuo', 0.1687631851389036)
('odiar', 0.1687631851389036)
('popularizar', 0.1687631851389036)
('radioaficionado', 0.1687631851389036)
('satisfactorio', 0.1687631851389036)
('televisar', 0.1687631851389036)
('veras', 0.1687631851389036)
('operador', 0.16790868250832083)
('mayor', 0.16726864043637182)
('empresario', 0.16713886259309396)
('poder', 0.16681283378218906)
('tres', 0.1645491513332557)
('tecnología', 0.16428435483760997)
('difícil', 0.16250440681665204)
('capitalino', 0.1621424235993525)
('mal', 0.1621424235993525)
('mano', 0.16197119841266777)
('bien', 0.16132054153739603)
('oficina', 0.160726842989432)
('secretario', 0.15977673412071747)
('administrador', 0.15911145683514602)
('antigüita', 0.159111456835146)
('campaña', 0.159111456835146)
('clandestino', 0.159111456835146)
('enfriamiento', 0.159111456835146)
('escasamente', 0.159111456835146)
('etiqueta', 0.159111456835146)
('heredero', 0.159111456835146)
('honorable', 0.159111456835146)
('incidente', 0.159111456835146)
('interactiva', 0.159111456835146)
('justo', 0.159111456835146)
('limitación', 0.159111456835146)
('nexo', 0.159111456835146)
('prerrequisito', 0.159111456835146)
('renegociación', 0.159111456835146)
('server', 0.159111456835146)
('temario', 0.159111456835146)
('trasnferencia', 0.159111456835146)
('velorio', 0.159111456835146)
('ahora', 0.15786350457261922)
('costo', 0.15775266631211038)
('sector', 0.15694657423426844)
('residir', 0.15602161985357416)
('apapacho', 0.1548677198759002)
('forma', 0.15352684857833648)
('millón', 0.1534316154053165)
('mercado', 0.15339205884807244)
('opinión', 0.15313451117716625)
('ver', 0.15262696240186088)
('sistema', 0.15246601438450888)
('mensaje', 0.15233762192857125)
('oficial', 0.15227289380925715)
('total', 0.15216863948950743)
('mil', 0.1516011534045668)
('cañaveral', 0.1509463816279883)
('linchamiento', 0.1509463816279883)
('oír', 0.1509463816279883)
('orden', 0.15086942705677306)
('seleccionar', 0.15034619483106593)
('vauchers', 0.15034619483106593)
('pesar', 0.15018209124041412)
('ahogar', 0.15001172012346986)
('emisora', 0.1488351394468968)
('fiscal', 0.14769984339266268)
('flujo', 0.14647396857926012)
('lavar', 0.14647396857926012)
('senador', 0.1462465047689572)
('terminar', 0.14601068654819693)
('nueva', 0.1456893732017763)
('estabilidad', 0.14558561814538623)
('negocio', 0.144746500965256)
('agropecuario', 0.143921727864275)
('dicho', 0.143921727864275)
('verdad', 0.1438676930480794)
('banco', 0.14325879606775227)
('bancario', 0.1428863063039828)
('dos', 0.14273653739633846)
('arbitrario', 0.142313613392964)
('cinematografistas', 0.142313613392964)
('decidir', 0.14139625853716736)
('embargo', 0.1411268651557555)
('comprender', 0.14075822665457643)
('edificio', 0.14075822665457643)
('intercambiar', 0.14075822665457643)
('precepto', 0.140635987615753)
('grande', 0.13967531135851816)
('accionar', 0.1395195507226618)
('relación', 0.13908843770674087)
('saber', 0.13843696603297473)
('perversa', 0.13820405805783276)
('barra', 0.13779456365238762)
('clérigo', 0.13779456365238762)
('copiar', 0.13779456365238762)
('cómplice', 0.13779456365238762)
('inmune', 0.13779456365238762)
('lix', 0.13779456365238762)
('pesa', 0.13779456365238762)
('velazco', 0.13779456365238762)
('precio', 0.13761914083950466)
