('chapa', 0.9999999999999998)
('bezanilla', 0.37499999999999994)
('contradecir', 0.31249999999999994)
('detenimiento', 0.31249999999999994)
('seleccionar', 0.30935921676911454)
('pertinente', 0.24268133584853777)
('licencia', 0.22097086912079608)
('titular', 0.22097086912079608)
('libertad', 0.21821789023599233)
('actuación', 0.21650635094610968)
('pablo', 0.21650635094610968)
('contrapelo', 0.18749999999999997)
('depositante', 0.18749999999999997)
('estupendo', 0.18749999999999997)
('quienquiera', 0.18749999999999997)
('subprocuraduría', 0.18749999999999997)
('famoso', 0.18190171877724973)
('declaración', 0.17960530202677488)
('menos', 0.17617846449368138)
('conducta', 0.16770509831248423)
('panista', 0.16366341767699427)
('asueto', 0.15811388300841897)
('colombia', 0.15811388300841897)
('obligar', 0.15624999999999997)
('ahí', 0.1543033499620919)
('cajero', 0.147087101353638)
('procurador', 0.14583333333333334)
('analizar', 0.14433756729740646)
('cotidiano', 0.14433756729740646)
('argentina', 0.1417366773784602)
('brasil', 0.1417366773784602)
('fuente', 0.1386750490563073)
('febrero', 0.1339224201782177)
('calificar', 0.13258252147247765)
('cada', 0.1318760946791574)
('equipo', 0.12763186756065772)
('ministerio', 0.1270001270001905)
('orden', 0.1259881576697424)
('senda', 0.125)
('vauchers', 0.125)
('absurdamente', 0.12499999999999997)
('abundar', 0.12499999999999997)
('aducir', 0.12499999999999997)
('antimigratoria', 0.12499999999999997)
('atentar', 0.12499999999999997)
('atracar', 0.12499999999999997)
('autopista', 0.12499999999999997)
('auténtica', 0.12499999999999997)
('bartola', 0.12499999999999997)
('clérigo', 0.12499999999999997)
('consiguieran', 0.12499999999999997)
('dueño', 0.12499999999999997)
('esposo', 0.12499999999999997)
('fábregas', 0.12499999999999997)
('gloria', 0.12499999999999997)
('grandísima', 0.12499999999999997)
('imbecilidad', 0.12499999999999997)
('incrustar', 0.12499999999999997)
('posición', 0.12499999999999997)
('postración', 0.12499999999999997)
('premio', 0.12499999999999997)
('rusa', 0.12499999999999997)
('serio', 0.12499999999999997)
('tragedia', 0.12499999999999997)
('tranquilo', 0.12499999999999997)
('medida', 0.12348479248840163)
('éste', 0.12202338252299408)
('si', 0.12010484802900259)
('jueces', 0.11858541225631422)
('hacer', 0.11758631875041584)
('condicionar', 0.11542256460957982)
('engañar', 0.11470786693528087)
('tan', 0.1136421612621237)
('recurso', 0.11343565162162877)
('pasajero', 0.11306675421666135)
('feb', 0.11180339887498948)
('india', 0.11180339887498948)
('maestra', 0.11180339887498948)
('prita', 0.11180339887498948)
('votación', 0.11180339887498948)
('propio', 0.1103153260152285)
('obligado', 0.10910894511799617)
('edificio', 0.10825317547305484)
('devaluación', 0.10660035817780521)
('imprimir', 0.10660035817780521)
('sacar', 0.10606601717798213)
('justicia', 0.10495802518321176)
('dispuesto', 0.10400628679223047)
('frecuente', 0.10400628679223047)
('abandono', 0.10206207261596574)
('respeto', 0.10206207261596574)
('instrumentar', 0.10022296571715913)
('massieu', 0.10022296571715913)
('demanda', 0.09905072696163268)
('embargo', 0.09905072696163268)
('compromiso', 0.09882117688026185)
('pasivo', 0.0976416832356179)
('saldo', 0.09760860118037878)
('opinión', 0.09722222222222222)
('comprobante', 0.09682458365518543)
('lozano', 0.09622504486493763)
('preguntar', 0.09622504486493763)
('funcionario', 0.09604372749097904)
('cosa', 0.09602765994967198)
('asir', 0.09422229518055113)
('considerar', 0.09380984679830705)
('congruente', 0.09374999999999999)
('paz', 0.09374999999999999)
('pesar', 0.09374999999999999)
('sólo', 0.09340808971963416)
('poder', 0.09334163073596637)
('fecha', 0.09284766908852592)
('mismas', 0.09284766908852592)
('realidad', 0.09231861823449955)
('trabajo', 0.09155120161175544)
('década', 0.09128709291752767)
('situación', 0.09124954938605391)
('alejar', 0.09095085938862486)
('alterar', 0.09095085938862486)
('delincuencia', 0.09095085938862486)
('grave', 0.09095085938862486)
('repetir', 0.09095085938862486)
('invertir', 0.08980265101338744)
('sino', 0.0897847745026075)
('acompañado', 0.08838834764831843)
('altura', 0.08838834764831843)
('atraer', 0.08838834764831843)
('canal', 0.08838834764831843)
('ciencia', 0.08838834764831843)
('común', 0.08838834764831843)
('confundir', 0.08838834764831843)
('entero', 0.08838834764831843)
('estancamiento', 0.08838834764831843)
('fiel', 0.08838834764831843)
('gestión', 0.08838834764831843)
('gracia', 0.08838834764831843)
('ilusión', 0.08838834764831843)
('inteligencia', 0.08838834764831843)
('mercadeo', 0.08838834764831843)
('moderador', 0.08838834764831843)
('modo', 0.08838834764831843)
('precisión', 0.08838834764831843)
('predicción', 0.08838834764831843)
('preservar', 0.08838834764831843)
('protestar', 0.08838834764831843)
('retirar', 0.08838834764831843)
('solución', 0.08838834764831843)
('virginia', 0.08838834764831843)
('competencia', 0.08778086039709791)
('actuar', 0.0875175052517506)
('ruiz', 0.0875175052517506)
('vez', 0.08731693414196244)
('principio', 0.08703882797784891)
('responsabilidad', 0.08703882797784891)
('problema', 0.08696263565463043)
('empresa', 0.0860636622896058)
('acusado', 0.08603090020146065)
('duce', 0.08603090020146065)
('política', 0.08517314298365584)
('criminal', 0.08451542547285165)
('parte', 0.08439249387982212)
('rica', 0.08385254915624211)
('afore', 0.08333333333333333)
('dificultad', 0.08333333333333333)
('dignidad', 0.08333333333333333)
('mir', 0.08333333333333333)
('muerta', 0.08333333333333333)
('portavoz', 0.08333333333333333)
('presión', 0.08333333333333333)
('roberto', 0.08333333333333333)
('toda', 0.08333333333333333)
('pasar', 0.08278327231656524)
('número', 0.08219949365267863)
('televisión', 0.08183170883849714)
('disponer', 0.08136806936301491)
('transporte', 0.08136806936301491)
('agencia', 0.08111071056538126)
('hacienda', 0.08068715304598785)
('público', 0.08009603041094633)
('cen', 0.07995026863335392)
('quebrar', 0.07995026863335392)
('mayor', 0.07978559231302816)
('cete', 0.07905694150420949)
('complicado', 0.07905694150420949)
('solicitud', 0.07819290527140303)
('característica', 0.07808688094430302)
('alza', 0.07654655446197431)
('sentir', 0.07654655446197431)
('ir', 0.07647191129018725)
('país', 0.0762926680097962)
('esquema', 0.07579238282385406)
('interesar', 0.07550505621157774)
('apapacho', 0.0753778361444409)
('automático', 0.0753778361444409)
('linchamiento', 0.0753778361444409)
('respirar', 0.0753778361444409)
('considerado', 0.07499999999999998)
('fiscal', 0.07499999999999998)
('mostrar', 0.07499999999999998)
('idea', 0.07453559924999299)
('cuerpo', 0.073543550676819)
('dedicar', 0.073543550676819)
('aicm', 0.07216878364870323)
('contribuyente', 0.07216878364870323)
('criticar', 0.07216878364870323)
('ejercicio', 0.07216878364870323)
('escasez', 0.07216878364870323)
('esperar', 0.07216878364870323)
('estima', 0.07216878364870323)
('individual', 0.07216878364870323)
('juez', 0.07216878364870323)
('omisión', 0.07216878364870323)
