('notablemente', 0.01851851851851852)
('otorgamiento', 0.014814814814814815)
('seguido', 0.01234567901234568)
('ades', 0.012037037037037037)
('banc', 0.011640211640211642)
('vencida', 0.011220043572984749)
('udis', 0.01111111111111111)
('crédito', 0.010809327846364885)
('frenar', 0.010185185185185186)
('áprivada', 0.010185185185185186)
('cna', 0.009876543209876543)
('áócfel', 0.009876543209876543)
('anhelar', 0.009259259259259259)
('habientes', 0.009259259259259259)
('agro', 0.009053497942386832)
('desplomar', 0.008754208754208754)
('misericordia', 0.008641975308641974)
('cartera', 0.008413351623228166)
('unión', 0.008333333333333335)
('adjunta', 0.007407407407407408)
('advenedizo', 0.007407407407407408)
('bancarrota', 0.007407407407407408)
('catalizador', 0.007407407407407408)
('detención', 0.007407407407407408)
('ee', 0.007407407407407408)
('grandeza', 0.007407407407407408)
('hipoteca', 0.007407407407407408)
('horno', 0.007407407407407408)
('hundir', 0.007407407407407408)
('inalcanzable', 0.007407407407407408)
('microondas', 0.007407407407407408)
('monitor', 0.007407407407407408)
('resistir', 0.007407407407407408)
('circulación', 0.006944444444444444)
('pared', 0.006481481481481482)
('contraloría', 0.006349206349206349)
('amarra', 0.006172839506172839)
('derivar', 0.006172839506172839)
('dosis', 0.006172839506172839)
('oxígeno', 0.006100217864923747)
('cinescopios', 0.0060185185185185185)
('corrupcion', 0.0059259259259259265)
('gana', 0.0059259259259259265)
('sarmiento', 0.0059259259259259265)
('chovinismo', 0.005555555555555556)
('compacto', 0.005555555555555556)
('daniel', 0.005555555555555556)
('generalista', 0.005555555555555556)
('incendiaria', 0.005555555555555556)
('legítimo', 0.005555555555555556)
('liderados', 0.005555555555555556)
('ligeramente', 0.005555555555555556)
('maquinación', 0.005555555555555556)
('paralizar', 0.005555555555555556)
('pavimento', 0.005555555555555556)
('televisor', 0.005555555555555556)
('intercambio', 0.005555555555555555)
('lentamente', 0.005555555555555555)
('corporativo', 0.005324074074074074)
('httpwwwexcelsiorcommxnachtml', 0.005185185185185186)
('fisco', 0.005128205128205129)
('neto', 0.005128205128205129)
('conceder', 0.005092592592592593)
('nominal', 0.0050264550264550265)
('alzamiento', 0.0049382716049382715)
('ambicioso', 0.0049382716049382715)
('auxiliar', 0.0049382716049382715)
('clérigo', 0.0049382716049382715)
('elegido', 0.0049382716049382715)
('inmune', 0.0049382716049382715)
('pesa', 0.0049382716049382715)
('quizás', 0.0049382716049382715)
('preocupar', 0.004678362573099415)
('culpa', 0.004629629629629629)
('disparador', 0.004629629629629629)
('dispersar', 0.004629629629629629)
('ejecución', 0.004629629629629629)
('enterado', 0.004629629629629629)
('exportadora', 0.004629629629629629)
('medianía', 0.004629629629629629)
('molestia', 0.004629629629629629)
('ocaso', 0.004629629629629629)
('patrimonial', 0.004629629629629629)
('pgragma', 0.004629629629629629)
('presupuestal', 0.004629629629629629)
('previsto', 0.004629629629629629)
('crecer', 0.004524284763805722)
('cañaveral', 0.004444444444444445)
('vilo', 0.004444444444444445)
('aviso', 0.0044444444444444444)
('cabeza', 0.0044444444444444444)
('gradualmente', 0.0044444444444444444)
('respetable', 0.0044444444444444444)
('procuraduría', 0.0042884990253411305)
('arribo', 0.004232804232804233)
('científica', 0.004232804232804233)
('dominio', 0.004232804232804233)
('moneda', 0.004232804232804233)
('ruego', 0.004232804232804233)
('tarifa', 0.004232804232804232)
('rezagar', 0.0041666666666666675)
('sintonizadores', 0.004166666666666667)
('banamex', 0.00404040404040404)
('encarecimiento', 0.00404040404040404)
('escoger', 0.003988603988603989)
('formatos', 0.003988603988603989)
('equivalente', 0.003950617283950617)
('obstáculo', 0.003950617283950617)
('mediano', 0.003880070546737213)
('aceptabilidad', 0.003703703703703704)
('advertencia', 0.003703703703703704)
('agenda', 0.003703703703703704)
('amib', 0.003703703703703704)
('apelación', 0.003703703703703704)
('apresurar', 0.003703703703703704)
('arropar', 0.003703703703703704)
('ascender', 0.003703703703703704)
('asignación', 0.003703703703703704)
('atentamente', 0.003703703703703704)
('avisar', 0.003703703703703704)
('blando', 0.003703703703703704)
('blemas', 0.003703703703703704)
('botín', 0.003703703703703704)
('cabida', 0.003703703703703704)
('canacintra', 0.003703703703703704)
('cautivo', 0.003703703703703704)
('cierne', 0.003703703703703704)
('cnbv', 0.003703703703703704)
('competir', 0.003703703703703704)
('complejidad', 0.003703703703703704)
('comprador', 0.003703703703703704)
('confusión', 0.003703703703703704)
('contenido', 0.003703703703703704)
('costado', 0.003703703703703704)
('creyente', 0.003703703703703704)
('delegado', 0.003703703703703704)
('demoledor', 0.003703703703703704)
('depreciar', 0.003703703703703704)
('derramar', 0.003703703703703704)
('desventurado', 0.003703703703703704)
('discriminatoria', 0.003703703703703704)
('diseñar', 0.003703703703703704)
('domínguez', 0.003703703703703704)
('escasamente', 0.003703703703703704)
('específicamente', 0.003703703703703704)
('estructural', 0.003703703703703704)
('extranjera', 0.003703703703703704)
('fresca', 0.003703703703703704)
('hambriento', 0.003703703703703704)
('honorable', 0.003703703703703704)
('imaginar', 0.003703703703703704)
('impreciso', 0.003703703703703704)
('impresionante', 0.003703703703703704)
('instantáneo', 0.003703703703703704)
('interactiva', 0.003703703703703704)
('intermediario', 0.003703703703703704)
('intolerancia', 0.003703703703703704)
('inverlat', 0.003703703703703704)
('litro', 0.003703703703703704)
('local', 0.003703703703703704)
('logro', 0.003703703703703704)
('lástima', 0.003703703703703704)
('malinche', 0.003703703703703704)
('manifestante', 0.003703703703703704)
('mb', 0.003703703703703704)
('multiplicar', 0.003703703703703704)
('nexo', 0.003703703703703704)
('nombrado', 0.003703703703703704)
('ocultar', 0.003703703703703704)
('ola', 0.003703703703703704)
('paciencia', 0.003703703703703704)
('panga', 0.003703703703703704)
('puro', 0.003703703703703704)
