('oficina', 0.019770408163265304)
('reserva', 0.013392857142857142)
('votación', 0.013392857142857142)
('cartulina', 0.01339285714285714)
('edificio', 0.012276785714285714)
('boom', 0.011160714285714284)
('cañaveral', 0.011160714285714284)
('inmueble', 0.011160714285714284)
('riel', 0.011160714285714284)
('confiscar', 0.008928571428571428)
('padierna', 0.008928571428571428)
('pionero', 0.008928571428571428)
('podrir', 0.008928571428571428)
('prado', 0.008928571428571428)
('tono', 0.008928571428571428)
('unióncremi', 0.008928571428571428)
('utopía', 0.008928571428571428)
('volante', 0.008928571428571428)
('recoger', 0.008184523809523808)
('absoluto', 0.0078125)
('platicar', 0.007812499999999999)
('httpwwwexcelsiorcommxnachtml', 0.006919642857142855)
('actriz', 0.006696428571428571)
('ahorrador', 0.006696428571428571)
('apelación', 0.006696428571428571)
('asesorar', 0.006696428571428571)
('automática', 0.006696428571428571)
('borrego', 0.006696428571428571)
('brusco', 0.006696428571428571)
('comparación', 0.006696428571428571)
('complicar', 0.006696428571428571)
('concerniente', 0.006696428571428571)
('costado', 0.006696428571428571)
('covarrubias', 0.006696428571428571)
('cuseeme', 0.006696428571428571)
('desaparecido', 0.006696428571428571)
('descollar', 0.006696428571428571)
('desprotegidas', 0.006696428571428571)
('diabetes', 0.006696428571428571)
('dolores', 0.006696428571428571)
('empadronar', 0.006696428571428571)
('entorno', 0.006696428571428571)
('escolarización', 0.006696428571428571)
('forzar', 0.006696428571428571)
('fundar', 0.006696428571428571)
('funeraria', 0.006696428571428571)
('grandísima', 0.006696428571428571)
('gravemente', 0.006696428571428571)
('httpwwwexcelsiorcommxfinhtml', 0.006696428571428571)
('inhibir', 0.006696428571428571)
('inicialmente', 0.006696428571428571)
('intempestivamente', 0.006696428571428571)
('interactiva', 0.006696428571428571)
('irresponsable', 0.006696428571428571)
('lai', 0.006696428571428571)
('localizar', 0.006696428571428571)
('lopez', 0.006696428571428571)
('luna', 0.006696428571428571)
('lógicamente', 0.006696428571428571)
('medular', 0.006696428571428571)
('mero', 0.006696428571428571)
('my', 0.006696428571428571)
('nombrar', 0.006696428571428571)
('ocaso', 0.006696428571428571)
('organizativa', 0.006696428571428571)
('parálisis', 0.006696428571428571)
('pelear', 0.006696428571428571)
('posteriormente', 0.006696428571428571)
('postración', 0.006696428571428571)
('relevancia', 0.006696428571428571)
('rostro', 0.006696428571428571)
('sacertote', 0.006696428571428571)
('saúl', 0.006696428571428571)
('sectur', 0.006696428571428571)
('sinnúmero', 0.006696428571428571)
('sometimientos', 0.006696428571428571)
('supuesto', 0.006696428571428571)
('tinajero', 0.006696428571428571)
('titipuchal', 0.006696428571428571)
('tlatelolco', 0.006696428571428571)
('tradicionalmente', 0.006696428571428571)
('tónica', 0.006696428571428571)
('velada', 0.006696428571428571)
('veras', 0.006696428571428571)
('instalar', 0.006138392857142856)
('onu', 0.005952380952380952)
('complicado', 0.005580357142857142)
('copia', 0.005580357142857142)
('distintivo', 0.005580357142857142)
('homilía', 0.005580357142857142)
('identificación', 0.005580357142857142)
('seleccionar', 0.005580357142857142)
('puerta', 0.005357142857142857)
('programación', 0.005208333333333333)
('reto', 0.005022321428571428)
('entrada', 0.004910714285714286)
('guerrero', 0.004910714285714286)
('acceso', 0.004836309523809523)
('alrededor', 0.00474330357142857)
('abraham', 0.004464285714285714)
('acorde', 0.004464285714285714)
('adeudos', 0.004464285714285714)
('adornar', 0.004464285714285714)
('adverso', 0.004464285714285714)
('afirmación', 0.004464285714285714)
('africa', 0.004464285714285714)
('agrarismo', 0.004464285714285714)
('ahogar', 0.004464285714285714)
('alabat', 0.004464285714285714)
('altarcito', 0.004464285714285714)
('ambicioso', 0.004464285714285714)
('amhym', 0.004464285714285714)
('anhelar', 0.004464285714285714)
('anotar', 0.004464285714285714)
('anteproyecto', 0.004464285714285714)
('aparición', 0.004464285714285714)
('aquello', 0.004464285714285714)
('arca', 0.004464285714285714)
('armónicamente', 0.004464285714285714)
('armónico', 0.004464285714285714)
('arte', 0.004464285714285714)
('asequible', 0.004464285714285714)
('asfixiar', 0.004464285714285714)
('asistencia', 0.004464285714285714)
('atentar', 0.004464285714285714)
('atraso', 0.004464285714285714)
('audio', 0.004464285714285714)
('autotransporte', 0.004464285714285714)
('averiguar', 0.004464285714285714)
('bache', 0.004464285714285714)
('banxico', 0.004464285714285714)
('barra', 0.004464285714285714)
('barragán', 0.004464285714285714)
('bdem', 0.004464285714285714)
('blanca', 0.004464285714285714)
('bloquear', 0.004464285714285714)
('británica', 0.004464285714285714)
('café', 0.004464285714285714)
('camioneras', 0.004464285714285714)
('canaco', 0.004464285714285714)
('cargar', 0.004464285714285714)
('caído', 0.004464285714285714)
('centavo', 0.004464285714285714)
('chacona', 0.004464285714285714)
('charters', 0.004464285714285714)
('ciberlectores', 0.004464285714285714)
('cita', 0.004464285714285714)
('clandestino', 0.004464285714285714)
('clave', 0.004464285714285714)
('clemencia', 0.004464285714285714)
('cliente', 0.004464285714285714)
('colbeth', 0.004464285714285714)
('colegiado', 0.004464285714285714)
('combate', 0.004464285714285714)
('competir', 0.004464285714285714)
('comprador', 0.004464285714285714)
('comunitarios', 0.004464285714285714)
('concamin', 0.004464285714285714)
('concentrar', 0.004464285714285714)
('confirmar', 0.004464285714285714)
('confundido', 0.004464285714285714)
('conmover', 0.004464285714285714)
('consultor', 0.004464285714285714)
('contacto', 0.004464285714285714)
('continuo', 0.004464285714285714)
('contraloría', 0.004464285714285714)
('convivir', 0.004464285714285714)
('coordinado', 0.004464285714285714)
('copiar', 0.004464285714285714)
('cornell', 0.004464285714285714)
('corrija', 0.004464285714285714)
('credibilidad', 0.004464285714285714)
('cupón', 0.004464285714285714)
('cárnico', 0.004464285714285714)
('cómplice', 0.004464285714285714)
('dañoso', 0.004464285714285714)
('decisivamente', 0.004464285714285714)
('dependencia', 0.004464285714285714)
('deprimente', 0.004464285714285714)
('desahogado', 0.004464285714285714)
('desarticulado', 0.004464285714285714)
('desatino', 0.004464285714285714)
('descartar', 0.004464285714285714)
('desconfianza', 0.004464285714285714)
('desentrañar', 0.004464285714285714)
('deshabitado', 0.004464285714285714)
('desplegar', 0.004464285714285714)
('diferenciadora', 0.004464285714285714)
('digital', 0.004464285714285714)
('disciplina', 0.004464285714285714)
('disipar', 0.004464285714285714)
('dispersar', 0.004464285714285714)
('dominio', 0.004464285714285714)
('domínguez', 0.004464285714285714)
('dosis', 0.004464285714285714)
('doug', 0.004464285714285714)
('dr', 0.004464285714285714)
('drásticamente', 0.004464285714285714)
('dudar', 0.004464285714285714)
('duplicar', 0.004464285714285714)
('ecocidio', 0.004464285714285714)
('económicofinancieros', 0.004464285714285714)
('editor', 0.004464285714285714)
('elegía', 0.004464285714285714)
('emprendedor', 0.004464285714285714)
('empujar', 0.004464285714285714)
('encaminar', 0.004464285714285714)
('encanto', 0.004464285714285714)
('enojo', 0.004464285714285714)
('entraña', 0.004464285714285714)
('enérgico', 0.004464285714285714)
('eraclio', 0.004464285714285714)
('ergo', 0.004464285714285714)
('escasamente', 0.004464285714285714)
('escritor', 0.004464285714285714)
('especificaciones', 0.004464285714285714)
('espectro', 0.004464285714285714)
('específicamente', 0.004464285714285714)
('esteinou', 0.004464285714285714)
('etiqueta', 0.004464285714285714)
('exactamente', 0.004464285714285714)
('exitoso', 0.004464285714285714)
('facilitar', 0.004464285714285714)
('farmacia', 0.004464285714285714)
('fascios', 0.004464285714285714)
('financiamiento', 0.004464285714285714)
('fluctuar', 0.004464285714285714)
('formato', 0.004464285714285714)
('fraudulento', 0.004464285714285714)
